Id,Date,DateLongDescription,DateShortDescription,DayLongName,DayShortName,MonthLongName,MonthShortName,CalendarDay,CalendarWeek,CalendarWeekStartDateId,CalendarWeekEndDateId,CalendarDayInWeek,CalendarMonth,CalendarMonthStartDateId,CalendarMonthEndDateId,CalendarNumberOfDaysInMonth,CalendarDayInMonth,CalendarQuarter,CalendarQuarterStartDateId,CalendarQuarterEndDateId,CalendarNumberOfDaysInQuarter,CalendarDayInQuarter,CalendarYear,CalendarYearStartDateId,CalendarYearEndDateId,CalendarNumberOfDaysInYear,FiscalDay,FiscalWeek,FiscalWeekStartDateId,FiscalWeekEndDateId,FiscalDayInWeek,FiscalMonth,FiscalMonthStartDateId,FiscalMonthEndDateId,FiscalNumberOfDaysInMonth,FiscalDayInMonth,FiscalQuarter,FiscalQuarterStartDateId,FiscalQuarterEndDateId,FiscalNumberOfDaysInQuarter,FiscalDayInQuarter,FiscalYear,FiscalYearStartDateId,FiscalYearEndDateId,FiscalNumberOfDaysInYear
"20180117","2018-01-17","quarta-feira, 17 de janeiro de 2018","17 de jan. de 2018","Wednesday","Wed","January","Jan","17","3","20180115","20180121","3","1","20180101","20180131","31","17","1","20180101","20180331","90","17","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","17","1","20180101","20180331","89","17","2018","20180101","20181231","365"
"20180118","2018-01-18","quinta-feira, 18 de janeiro de 2018","18 de jan. de 2018","Thursday","Thu","January","Jan","18","3","20180115","20180121","4","1","20180101","20180131","31","18","1","20180101","20180331","90","18","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","18","1","20180101","20180331","89","18","2018","20180101","20181231","365"
"20180119","2018-01-19","sexta-feira, 19 de janeiro de 2018","19 de jan. de 2018","Friday","Fri","January","Jan","19","3","20180115","20180121","5","1","20180101","20180131","31","19","1","20180101","20180331","90","19","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","19","1","20180101","20180331","89","19","2018","20180101","20181231","365"
"20180120","2018-01-20","sábado, 20 de janeiro de 2018","20 de jan. de 2018","Saturday","Sat","January","Jan","20","3","20180115","20180121","6","1","20180101","20180131","31","20","1","20180101","20180331","90","20","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","20","1","20180101","20180331","89","20","2018","20180101","20181231","365"
"20180121","2018-01-21","domingo, 21 de janeiro de 2018","21 de jan. de 2018","Sunday","Sun","January","Jan","21","3","20180115","20180121","7","1","20180101","20180131","31","21","1","20180101","20180331","90","21","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","21","1","20180101","20180331","89","21","2018","20180101","20181231","365"
"20180122","2018-01-22","segunda-feira, 22 de janeiro de 2018","22 de jan. de 2018","Monday","Mon","January","Jan","22","4","20180122","20180128","1","1","20180101","20180131","31","22","1","20180101","20180331","90","22","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","22","1","20180101","20180331","89","22","2018","20180101","20181231","365"
"20180123","2018-01-23","terça-feira, 23 de janeiro de 2018","23 de jan. de 2018","Tuesday","Tue","January","Jan","23","4","20180122","20180128","2","1","20180101","20180131","31","23","1","20180101","20180331","90","23","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","23","1","20180101","20180331","89","23","2018","20180101","20181231","365"
"20180124","2018-01-24","quarta-feira, 24 de janeiro de 2018","24 de jan. de 2018","Wednesday","Wed","January","Jan","24","4","20180122","20180128","3","1","20180101","20180131","31","24","1","20180101","20180331","90","24","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","24","1","20180101","20180331","89","24","2018","20180101","20181231","365"
"20180125","2018-01-25","quinta-feira, 25 de janeiro de 2018","25 de jan. de 2018","Thursday","Thu","January","Jan","25","4","20180122","20180128","4","1","20180101","20180131","31","25","1","20180101","20180331","90","25","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","25","1","20180101","20180331","89","25","2018","20180101","20181231","365"
"20180126","2018-01-26","sexta-feira, 26 de janeiro de 2018","26 de jan. de 2018","Friday","Fri","January","Jan","26","4","20180122","20180128","5","1","20180101","20180131","31","26","1","20180101","20180331","90","26","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","26","1","20180101","20180331","89","26","2018","20180101","20181231","365"
"20180127","2018-01-27","sábado, 27 de janeiro de 2018","27 de jan. de 2018","Saturday","Sat","January","Jan","27","4","20180122","20180128","6","1","20180101","20180131","31","27","1","20180101","20180331","90","27","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","27","1","20180101","20180331","89","27","2018","20180101","20181231","365"
"20180128","2018-01-28","domingo, 28 de janeiro de 2018","28 de jan. de 2018","Sunday","Sun","January","Jan","28","4","20180122","20180128","7","1","20180101","20180131","31","28","1","20180101","20180331","90","28","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","28","1","20180101","20180331","89","28","2018","20180101","20181231","365"
"20180129","2018-01-29","segunda-feira, 29 de janeiro de 2018","29 de jan. de 2018","Monday","Mon","January","Jan","29","5","20180129","20180204","1","1","20180101","20180131","31","29","1","20180101","20180331","90","29","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","29","1","20180101","20180331","89","29","2018","20180101","20181231","365"
"20180130","2018-01-30","terça-feira, 30 de janeiro de 2018","30 de jan. de 2018","Tuesday","Tue","January","Jan","30","5","20180129","20180204","2","1","20180101","20180131","31","30","1","20180101","20180331","90","30","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","30","1","20180101","20180331","89","30","2018","20180101","20181231","365"
"20180131","2018-01-31","quarta-feira, 31 de janeiro de 2018","31 de jan. de 2018","Wednesday","Wed","January","Jan","31","5","20180129","20180204","3","1","20180101","20180131","31","31","1","20180101","20180331","90","31","2018","20180101","20181231","365","-1","-1","-1","-1","-1","1","20180101","20180131","31","31","1","20180101","20180331","89","31","2018","20180101","20181231","365"
"20180201","2018-02-01","quinta-feira, 1 de fevereiro de 2018","1 de fev. de 2018","Thursday","Thu","February","Feb","32","5","20180129","20180204","4","2","20180201","20180228","28","1","1","20180101","20180331","90","32","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","1","1","20180101","20180331","89","32","2018","20180101","20181231","365"
"20180202","2018-02-02","sexta-feira, 2 de fevereiro de 2018","2 de fev. de 2018","Friday","Fri","February","Feb","33","5","20180129","20180204","5","2","20180201","20180228","28","2","1","20180101","20180331","90","33","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","2","1","20180101","20180331","89","33","2018","20180101","20181231","365"
"20180203","2018-02-03","sábado, 3 de fevereiro de 2018","3 de fev. de 2018","Saturday","Sat","February","Feb","34","5","20180129","20180204","6","2","20180201","20180228","28","3","1","20180101","20180331","90","34","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","3","1","20180101","20180331","89","34","2018","20180101","20181231","365"
"20180204","2018-02-04","domingo, 4 de fevereiro de 2018","4 de fev. de 2018","Sunday","Sun","February","Feb","35","5","20180129","20180204","7","2","20180201","20180228","28","4","1","20180101","20180331","90","35","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","4","1","20180101","20180331","89","35","2018","20180101","20181231","365"
"20180205","2018-02-05","segunda-feira, 5 de fevereiro de 2018","5 de fev. de 2018","Monday","Mon","February","Feb","36","6","20180205","20180211","1","2","20180201","20180228","28","5","1","20180101","20180331","90","36","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","5","1","20180101","20180331","89","36","2018","20180101","20181231","365"
"20180206","2018-02-06","terça-feira, 6 de fevereiro de 2018","6 de fev. de 2018","Tuesday","Tue","February","Feb","37","6","20180205","20180211","2","2","20180201","20180228","28","6","1","20180101","20180331","90","37","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","6","1","20180101","20180331","89","37","2018","20180101","20181231","365"
"20180207","2018-02-07","quarta-feira, 7 de fevereiro de 2018","7 de fev. de 2018","Wednesday","Wed","February","Feb","38","6","20180205","20180211","3","2","20180201","20180228","28","7","1","20180101","20180331","90","38","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","7","1","20180101","20180331","89","38","2018","20180101","20181231","365"
"20180208","2018-02-08","quinta-feira, 8 de fevereiro de 2018","8 de fev. de 2018","Thursday","Thu","February","Feb","39","6","20180205","20180211","4","2","20180201","20180228","28","8","1","20180101","20180331","90","39","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","8","1","20180101","20180331","89","39","2018","20180101","20181231","365"
"20180209","2018-02-09","sexta-feira, 9 de fevereiro de 2018","9 de fev. de 2018","Friday","Fri","February","Feb","40","6","20180205","20180211","5","2","20180201","20180228","28","9","1","20180101","20180331","90","40","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","9","1","20180101","20180331","89","40","2018","20180101","20181231","365"
"20180210","2018-02-10","sábado, 10 de fevereiro de 2018","10 de fev. de 2018","Saturday","Sat","February","Feb","41","6","20180205","20180211","6","2","20180201","20180228","28","10","1","20180101","20180331","90","41","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","10","1","20180101","20180331","89","41","2018","20180101","20181231","365"
"20180211","2018-02-11","domingo, 11 de fevereiro de 2018","11 de fev. de 2018","Sunday","Sun","February","Feb","42","6","20180205","20180211","7","2","20180201","20180228","28","11","1","20180101","20180331","90","42","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","11","1","20180101","20180331","89","42","2018","20180101","20181231","365"
"20180212","2018-02-12","segunda-feira, 12 de fevereiro de 2018","12 de fev. de 2018","Monday","Mon","February","Feb","43","7","20180212","20180218","1","2","20180201","20180228","28","12","1","20180101","20180331","90","43","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","12","1","20180101","20180331","89","43","2018","20180101","20181231","365"
"20180213","2018-02-13","terça-feira, 13 de fevereiro de 2018","13 de fev. de 2018","Tuesday","Tue","February","Feb","44","7","20180212","20180218","2","2","20180201","20180228","28","13","1","20180101","20180331","90","44","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","13","1","20180101","20180331","89","44","2018","20180101","20181231","365"
"20180214","2018-02-14","quarta-feira, 14 de fevereiro de 2018","14 de fev. de 2018","Wednesday","Wed","February","Feb","45","7","20180212","20180218","3","2","20180201","20180228","28","14","1","20180101","20180331","90","45","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","14","1","20180101","20180331","89","45","2018","20180101","20181231","365"
"20180215","2018-02-15","quinta-feira, 15 de fevereiro de 2018","15 de fev. de 2018","Thursday","Thu","February","Feb","46","7","20180212","20180218","4","2","20180201","20180228","28","15","1","20180101","20180331","90","46","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","15","1","20180101","20180331","89","46","2018","20180101","20181231","365"
"20180216","2018-02-16","sexta-feira, 16 de fevereiro de 2018","16 de fev. de 2018","Friday","Fri","February","Feb","47","7","20180212","20180218","5","2","20180201","20180228","28","16","1","20180101","20180331","90","47","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","16","1","20180101","20180331","89","47","2018","20180101","20181231","365"
"20180217","2018-02-17","sábado, 17 de fevereiro de 2018","17 de fev. de 2018","Saturday","Sat","February","Feb","48","7","20180212","20180218","6","2","20180201","20180228","28","17","1","20180101","20180331","90","48","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","17","1","20180101","20180331","89","48","2018","20180101","20181231","365"
"20180218","2018-02-18","domingo, 18 de fevereiro de 2018","18 de fev. de 2018","Sunday","Sun","February","Feb","49","7","20180212","20180218","7","2","20180201","20180228","28","18","1","20180101","20180331","90","49","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","18","1","20180101","20180331","89","49","2018","20180101","20181231","365"
"20180219","2018-02-19","segunda-feira, 19 de fevereiro de 2018","19 de fev. de 2018","Monday","Mon","February","Feb","50","8","20180219","20180225","1","2","20180201","20180228","28","19","1","20180101","20180331","90","50","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","19","1","20180101","20180331","89","50","2018","20180101","20181231","365"
"20180220","2018-02-20","terça-feira, 20 de fevereiro de 2018","20 de fev. de 2018","Tuesday","Tue","February","Feb","51","8","20180219","20180225","2","2","20180201","20180228","28","20","1","20180101","20180331","90","51","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","20","1","20180101","20180331","89","51","2018","20180101","20181231","365"
"20180221","2018-02-21","quarta-feira, 21 de fevereiro de 2018","21 de fev. de 2018","Wednesday","Wed","February","Feb","52","8","20180219","20180225","3","2","20180201","20180228","28","21","1","20180101","20180331","90","52","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","21","1","20180101","20180331","89","52","2018","20180101","20181231","365"
"20180222","2018-02-22","quinta-feira, 22 de fevereiro de 2018","22 de fev. de 2018","Thursday","Thu","February","Feb","53","8","20180219","20180225","4","2","20180201","20180228","28","22","1","20180101","20180331","90","53","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","22","1","20180101","20180331","89","53","2018","20180101","20181231","365"
"20180223","2018-02-23","sexta-feira, 23 de fevereiro de 2018","23 de fev. de 2018","Friday","Fri","February","Feb","54","8","20180219","20180225","5","2","20180201","20180228","28","23","1","20180101","20180331","90","54","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","23","1","20180101","20180331","89","54","2018","20180101","20181231","365"
"20180224","2018-02-24","sábado, 24 de fevereiro de 2018","24 de fev. de 2018","Saturday","Sat","February","Feb","55","8","20180219","20180225","6","2","20180201","20180228","28","24","1","20180101","20180331","90","55","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","24","1","20180101","20180331","89","55","2018","20180101","20181231","365"
"20180225","2018-02-25","domingo, 25 de fevereiro de 2018","25 de fev. de 2018","Sunday","Sun","February","Feb","56","8","20180219","20180225","7","2","20180201","20180228","28","25","1","20180101","20180331","90","56","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","25","1","20180101","20180331","89","56","2018","20180101","20181231","365"
"20180226","2018-02-26","segunda-feira, 26 de fevereiro de 2018","26 de fev. de 2018","Monday","Mon","February","Feb","57","9","20180226","20180304","1","2","20180201","20180228","28","26","1","20180101","20180331","90","57","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","26","1","20180101","20180331","89","57","2018","20180101","20181231","365"
"20180227","2018-02-27","terça-feira, 27 de fevereiro de 2018","27 de fev. de 2018","Tuesday","Tue","February","Feb","58","9","20180226","20180304","2","2","20180201","20180228","28","27","1","20180101","20180331","90","58","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","27","1","20180101","20180331","89","58","2018","20180101","20181231","365"
"20180228","2018-02-28","quarta-feira, 28 de fevereiro de 2018","28 de fev. de 2018","Wednesday","Wed","February","Feb","59","9","20180226","20180304","3","2","20180201","20180228","28","28","1","20180101","20180331","90","59","2018","20180101","20181231","365","-1","-1","-1","-1","-1","2","20180201","20180228","28","28","1","20180101","20180331","89","59","2018","20180101","20181231","365"
"20180301","2018-03-01","quinta-feira, 1 de março de 2018","1 de mar. de 2018","Thursday","Thu","March","Mar","60","9","20180226","20180304","4","3","20180301","20180331","31","1","1","20180101","20180331","90","60","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","1","1","20180101","20180331","89","60","2018","20180101","20181231","365"
"20180302","2018-03-02","sexta-feira, 2 de março de 2018","2 de mar. de 2018","Friday","Fri","March","Mar","61","9","20180226","20180304","5","3","20180301","20180331","31","2","1","20180101","20180331","90","61","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","2","1","20180101","20180331","89","61","2018","20180101","20181231","365"
"20180303","2018-03-03","sábado, 3 de março de 2018","3 de mar. de 2018","Saturday","Sat","March","Mar","62","9","20180226","20180304","6","3","20180301","20180331","31","3","1","20180101","20180331","90","62","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","3","1","20180101","20180331","89","62","2018","20180101","20181231","365"
"20180304","2018-03-04","domingo, 4 de março de 2018","4 de mar. de 2018","Sunday","Sun","March","Mar","63","9","20180226","20180304","7","3","20180301","20180331","31","4","1","20180101","20180331","90","63","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","4","1","20180101","20180331","89","63","2018","20180101","20181231","365"
"20180305","2018-03-05","segunda-feira, 5 de março de 2018","5 de mar. de 2018","Monday","Mon","March","Mar","64","10","20180305","20180311","1","3","20180301","20180331","31","5","1","20180101","20180331","90","64","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","5","1","20180101","20180331","89","64","2018","20180101","20181231","365"
"20180306","2018-03-06","terça-feira, 6 de março de 2018","6 de mar. de 2018","Tuesday","Tue","March","Mar","65","10","20180305","20180311","2","3","20180301","20180331","31","6","1","20180101","20180331","90","65","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","6","1","20180101","20180331","89","65","2018","20180101","20181231","365"
"20180307","2018-03-07","quarta-feira, 7 de março de 2018","7 de mar. de 2018","Wednesday","Wed","March","Mar","66","10","20180305","20180311","3","3","20180301","20180331","31","7","1","20180101","20180331","90","66","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","7","1","20180101","20180331","89","66","2018","20180101","20181231","365"
"20180308","2018-03-08","quinta-feira, 8 de março de 2018","8 de mar. de 2018","Thursday","Thu","March","Mar","67","10","20180305","20180311","4","3","20180301","20180331","31","8","1","20180101","20180331","90","67","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","8","1","20180101","20180331","89","67","2018","20180101","20181231","365"
"20180309","2018-03-09","sexta-feira, 9 de março de 2018","9 de mar. de 2018","Friday","Fri","March","Mar","68","10","20180305","20180311","5","3","20180301","20180331","31","9","1","20180101","20180331","90","68","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","9","1","20180101","20180331","89","68","2018","20180101","20181231","365"
"20180310","2018-03-10","sábado, 10 de março de 2018","10 de mar. de 2018","Saturday","Sat","March","Mar","69","10","20180305","20180311","6","3","20180301","20180331","31","10","1","20180101","20180331","90","69","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","10","1","20180101","20180331","89","69","2018","20180101","20181231","365"
"20180311","2018-03-11","domingo, 11 de março de 2018","11 de mar. de 2018","Sunday","Sun","March","Mar","70","10","20180305","20180311","7","3","20180301","20180331","31","11","1","20180101","20180331","90","70","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","11","1","20180101","20180331","89","70","2018","20180101","20181231","365"
"20180312","2018-03-12","segunda-feira, 12 de março de 2018","12 de mar. de 2018","Monday","Mon","March","Mar","71","11","20180312","20180318","1","3","20180301","20180331","31","12","1","20180101","20180331","90","71","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","12","1","20180101","20180331","89","71","2018","20180101","20181231","365"
"20180313","2018-03-13","terça-feira, 13 de março de 2018","13 de mar. de 2018","Tuesday","Tue","March","Mar","72","11","20180312","20180318","2","3","20180301","20180331","31","13","1","20180101","20180331","90","72","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","13","1","20180101","20180331","89","72","2018","20180101","20181231","365"
"20180314","2018-03-14","quarta-feira, 14 de março de 2018","14 de mar. de 2018","Wednesday","Wed","March","Mar","73","11","20180312","20180318","3","3","20180301","20180331","31","14","1","20180101","20180331","90","73","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","14","1","20180101","20180331","89","73","2018","20180101","20181231","365"
"20180315","2018-03-15","quinta-feira, 15 de março de 2018","15 de mar. de 2018","Thursday","Thu","March","Mar","74","11","20180312","20180318","4","3","20180301","20180331","31","15","1","20180101","20180331","90","74","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","15","1","20180101","20180331","89","74","2018","20180101","20181231","365"
"20180316","2018-03-16","sexta-feira, 16 de março de 2018","16 de mar. de 2018","Friday","Fri","March","Mar","75","11","20180312","20180318","5","3","20180301","20180331","31","16","1","20180101","20180331","90","75","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","16","1","20180101","20180331","89","75","2018","20180101","20181231","365"
"20180317","2018-03-17","sábado, 17 de março de 2018","17 de mar. de 2018","Saturday","Sat","March","Mar","76","11","20180312","20180318","6","3","20180301","20180331","31","17","1","20180101","20180331","90","76","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","17","1","20180101","20180331","89","76","2018","20180101","20181231","365"
"20180318","2018-03-18","domingo, 18 de março de 2018","18 de mar. de 2018","Sunday","Sun","March","Mar","77","11","20180312","20180318","7","3","20180301","20180331","31","18","1","20180101","20180331","90","77","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","18","1","20180101","20180331","89","77","2018","20180101","20181231","365"
"20180319","2018-03-19","segunda-feira, 19 de março de 2018","19 de mar. de 2018","Monday","Mon","March","Mar","78","12","20180319","20180325","1","3","20180301","20180331","31","19","1","20180101","20180331","90","78","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","19","1","20180101","20180331","89","78","2018","20180101","20181231","365"
"20180320","2018-03-20","terça-feira, 20 de março de 2018","20 de mar. de 2018","Tuesday","Tue","March","Mar","79","12","20180319","20180325","2","3","20180301","20180331","31","20","1","20180101","20180331","90","79","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","20","1","20180101","20180331","89","79","2018","20180101","20181231","365"
"20180321","2018-03-21","quarta-feira, 21 de março de 2018","21 de mar. de 2018","Wednesday","Wed","March","Mar","80","12","20180319","20180325","3","3","20180301","20180331","31","21","1","20180101","20180331","90","80","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","21","1","20180101","20180331","89","80","2018","20180101","20181231","365"
"20180322","2018-03-22","quinta-feira, 22 de março de 2018","22 de mar. de 2018","Thursday","Thu","March","Mar","81","12","20180319","20180325","4","3","20180301","20180331","31","22","1","20180101","20180331","90","81","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","22","1","20180101","20180331","89","81","2018","20180101","20181231","365"
"20180323","2018-03-23","sexta-feira, 23 de março de 2018","23 de mar. de 2018","Friday","Fri","March","Mar","82","12","20180319","20180325","5","3","20180301","20180331","31","23","1","20180101","20180331","90","82","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","23","1","20180101","20180331","89","82","2018","20180101","20181231","365"
"20180324","2018-03-24","sábado, 24 de março de 2018","24 de mar. de 2018","Saturday","Sat","March","Mar","83","12","20180319","20180325","6","3","20180301","20180331","31","24","1","20180101","20180331","90","83","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","24","1","20180101","20180331","89","83","2018","20180101","20181231","365"
"20180325","2018-03-25","domingo, 25 de março de 2018","25 de mar. de 2018","Sunday","Sun","March","Mar","84","12","20180319","20180325","7","3","20180301","20180331","31","25","1","20180101","20180331","90","84","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","25","1","20180101","20180331","89","84","2018","20180101","20181231","365"
"20180326","2018-03-26","segunda-feira, 26 de março de 2018","26 de mar. de 2018","Monday","Mon","March","Mar","85","13","20180326","20180401","1","3","20180301","20180331","31","26","1","20180101","20180331","90","85","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","26","1","20180101","20180331","89","85","2018","20180101","20181231","365"
"20180327","2018-03-27","terça-feira, 27 de março de 2018","27 de mar. de 2018","Tuesday","Tue","March","Mar","86","13","20180326","20180401","2","3","20180301","20180331","31","27","1","20180101","20180331","90","86","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","27","1","20180101","20180331","89","86","2018","20180101","20181231","365"
"20180328","2018-03-28","quarta-feira, 28 de março de 2018","28 de mar. de 2018","Wednesday","Wed","March","Mar","87","13","20180326","20180401","3","3","20180301","20180331","31","28","1","20180101","20180331","90","87","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","28","1","20180101","20180331","89","87","2018","20180101","20181231","365"
"20180329","2018-03-29","quinta-feira, 29 de março de 2018","29 de mar. de 2018","Thursday","Thu","March","Mar","88","13","20180326","20180401","4","3","20180301","20180331","31","29","1","20180101","20180331","90","88","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","29","1","20180101","20180331","89","88","2018","20180101","20181231","365"
"20180330","2018-03-30","sexta-feira, 30 de março de 2018","30 de mar. de 2018","Friday","Fri","March","Mar","89","13","20180326","20180401","5","3","20180301","20180331","31","30","1","20180101","20180331","90","89","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","30","1","20180101","20180331","89","89","2018","20180101","20181231","365"
"20180331","2018-03-31","sábado, 31 de março de 2018","31 de mar. de 2018","Saturday","Sat","March","Mar","90","13","20180326","20180401","6","3","20180301","20180331","31","31","1","20180101","20180331","90","90","2018","20180101","20181231","365","-1","-1","-1","-1","-1","3","20180301","20180331","31","31","1","20180101","20180331","89","90","2018","20180101","20181231","365"
"20180401","2018-04-01","domingo, 1 de abril de 2018","1 de abr. de 2018","Sunday","Sun","April","Apr","91","13","20180326","20180401","7","4","20180401","20180430","30","1","2","20180401","20180630","91","1","2018","20180101","20181231","365","-1","-1","-1","-1","-1","4","20180401","20180430","30","1","2","20180401","20180630","90","1","2018","20180101","20181231","365"
"20180402","2018-04-02","segunda-feira, 2 de abril de 2018","2 de abr. de 2018","Monday","Mon","April","Apr","92","14","20180402","20180408","1","4","20180401","20180430","30","2","2","20180401","20180630","91","2","2018","20180101","20181231","365","-1","-1","-1","-1","-1","4","20180401","20180430","30","2","2","20180401","20180630","90","2","2018","20180101","20181231","365"
"20180403","2018-04-03","terça-feira, 3 de abril de 2018","3 de abr. de 2018","Tuesday","Tue","April","Apr","93","14","20180402","20180408","2","4","20180401","20180430","30","3","2","20180401","20180630","91","3","2018","20180101","20181231","365","-1","-1","-1","-1","-1","4","20180401","20180430","30","3","2","20180401","20180630","90","3","2018","20180101","20181231","365"
"20180404","2018-04-04","quarta-feira, 4 de abril de 2018","4 de abr. de 2018","Wednesday","Wed","April","Apr","94","14","20180402","20180408","3","4","20180401","20180430","30","4","2","20180401","20180630","91","4","2018","20180101","20181231","365","-1","-1","-1","-1","-1","4","20180401","20180430","30","4","2","20180401","20180630","90","4","2018","20180101","20181231","365"
"20180405","2018-04-05","quinta-feira, 5 de abril de 2018","5 de abr. de 2018","Thursday","Thu","April","Apr","95","14","20180402","20180408","4","4","20180401","20180430","30","5","2","20180401","20180630","91","5","2018","20180101","20181231","365","-1","-1","-1","-1","-1","4","20180401","20180430","30","5","2","20180401","20180630","90","5","2018","20180101","20181231","365"
"20180406","2018-04-06","sexta-feira, 6 de abril de 2018","6 de abr. de 2018","Friday","Fri","April","Apr","96","14","20180402","20180408","5","4","20180401","20180430","30","6","2","20180401","20180630","91","6","2018","20180101","20181231","365","-1","-1","-1","-1","-1","4","20180401","20180430","30","6","2","20180401","20180630","90","6","2018","20180101","20181231","365"
